keyeng,keybn,corbang,blank
enu,ইনু,,
hoshiyari,হোসিয়ারি,,
hasnat,হাসনাত,,
boshumoti,বসুমতী,,
jamuna,যমুনা,,
afa,   এএফএ    ,,
bangladdesh,বাংলাদেশ,,
toxic,টক্সিক,,
gate, গেইট,,
rodela,রোদেলা,,
beautu,বিউটি,beauty,
sirajuddola,সিরাজুদ্দোলা,,
khijir,খিজির,,
ghoroa,ঘরোয়া,,
scion,স্কিন,skin,
zakir,জাকির,,
laiciam,লাইসিয়াম,laysiyam,
mess,মেস,,
munsoor,মুনসুর,,
ltd,এলটিডি,,
infotech,ইনফোটেক,,
zineya,জিনিয়া,,
bibiyan,বিবিয়ানা,bibiyana,
zakia,জাকিয়া,,
lumi,লুমি,,
entetprise,এন্টারপ্রাইস ,,
khijil,খিলজি,khilji,
shopon,স্বপন,,
moonema,মোনেম,,
amim,তামিম,tamim,
amil,অমিল,omil,
amin,আমিন,,
nunrunabi,নুনরুনবী,,
foysol,ফয়সাল,foysal,
quarban,কার্বন,carbon,
moyeen,ময়িন,,
prosonno,প্রসন্ন,,
onnayer,অন্যায়ের,,
sakiya,সাকিয়া,,
samanta,সামান্তা,,
eleyas,ইলিয়াস,,
ferdaous,ফেরদৌস,ferdous,
alnoor,আলনূর,,
oritri,অরিত্রি,,
firdousi,ফেরদৌসী,,
enter,এন্টার,,
amit,অমিত,,
lalbagh,লালবাগ,,
namapara,নামাপাড়া,,
archaeology,আরকেওলজি,Archaeology,
amir,আমির,,
nahir,নাহির,,
foron,ফোড়ন,,
sheltech,শেলটেক,,
rafid,রাফিদ,,
adul,আদুল,,
pakhi,পাখি,,
over,ওভার,,
bizli,বিজলি,,
jalali,জালালী,,
sickle,সিকল,,
namaz,নামাজ,,
kailash,কেইলাশ ,,
london,লন্ডন,,
oven,ওভেন,,
nahid,নাহিদ,,
vita,ভিটা,,
parabirik,পরিবারিক   ,poribarik,
nahin,নাহিন,,
islamiah,ইসলামিয়াঃ,,
esotiq, এসোটিক,,
ima,    আইএমএ     ,,
zulfiqur,জুলফিকুর,,
summercrest, সামারক্রেস্ট ,,
fittings,ফিটটিংস,,
rojario,রোজারিও,,
falgun,ফাল্গুন,,
mohananda,মহানন্দা,,
wilton,ওয়াল্টন,walton,
billah,বিল্লাহ,,
hashi,হাসি,,
mowshumi,মৌসুমী,,
billal,বিল্লাল,,
writing,রাইটিং,,
hashu,হাসু,,
quater,কোয়াটার,quarter,
hakim,হেকিম,,
baily,বেইলি,,
imt,আইএমটি ,,
paduka,পাদুকা,,
bithika,বীথিকা,,
rostom,রোস্তম,,
riberu,রিবেরু,,
chishtiya,চিশতিয়া,,
fardins,ফারদিনস  ,,
rafin,রাফিন,,
tourist,টুরিস্ট,,
tahi,তাহি,,
biman,বিমান,,
madokasokti,মাদকাসক্তি,,
safwan,সাফওয়ান,,
shipon,শিপন,,
glamor,গ্ল্যামার,,
asib,আসিব,,
sanu,সানু,,
monarch,মোনার্ক,,
iyasin,ইয়াসিন,yeasin,
tourism,ট্যুরিজম,,
sajim,সাজিম,,
bakhso,বাক্স  ,"
",
shajol,সজল,,
alex,এলেক্স,,
sajin,সাজিন,,
diagonosis, ডায়াগোনোসিস,,
shaniha,সানিয়া,,
potatoes,পোটাটোজ,,
adorshobagh,আদর্শবাগঃ,,
chowdhury,চৌধুরী,,
showkhin,সৌখিন,,
bhaber,ভাবের,,
angur,আঙ্গুর,,
filling,ফিলিং,,
rejowan,রেজোয়ান,,
safuwan,সাফুয়ান,,
victory,ভিক্টরি   ,,
fitness,ফিটনেস,,
kuddus,কুদ্দস,,
ruhana,রুহানা,,
alea,আলেয়া,,
chowdhury,চৌধুরী,,
lasting,লাস্টিং,,
bodor,বদর,,
hanger,হেঙ্গার,,
busundhara,বসুন্ধরা,,
maoahid,মাওয়াহিদ,,
diya,দিয়া,,
kolpo,কল্প,,
hani,হানি,,
nitu,নিতু,,
shafiya,সাফিয়া,,
janosheba,জনসেবা,,
sopnonil,স্বপ্ননীল,,
momenbagh,মোমেনবাগ,,
exprpesso,এসপ্রেসো ,espresso,
harbal,হারবাল,,
poncho,পঞ্চ,,
nits,নিটস,,
gol,গোল,,
suktara,শুকতারা,,
crockery,ক্রোকারি,,
driving,ড্রাইভিং,,
jheelkuthi,ঝীলকুঠি,,
chotpoty,চটপটি,,
tried,ট্রাইড ,,
sand,সেন্ড,,
kalwara, কালওয়ারা,,
millennium,মিলেনিয়াম,,
yakin,ইয়াকিন   ,,
sayful,সাইফুল,,
niti,নীতি,,
gonie,গনিয়ে,,
reja,রেজা,,
hana,হানা,,
independence,ইনডিপেনডেন্স,,
gor,গড়,,
bariya,বাড়িয়ে,bariye,
gobindo,গোবিন্দ,,
jessor,যশর ,jessore,
diabari,দিয়াবাড়ি,,
rahnan,রাহনান,,
associate,অ্যাসোসিয়েট,,
aspan,এস্পান,,
liton,লিটন,,
jebunnesa,জেবুন্নেসা,,
free,ফ্রি,,
adorable,"এডওরেবল
",,
nilanjona,নীলাঞ্জনা,,
daimuddin,দাইমুদ্দিন,,
nid,নিদ্,,
baishakhi,বৈশাখী,boishakhi,
dutabash,দূতাবাস,"
",
asaduzzaman,আসাদুজ্জামান,,
nazrul,নজরুল,,
loston,লস্টন,,
shukria,লস্টঅন,,
sahon,সাহোন,,
drinkng,ড্রিংকিং,,
days,ডেইস ,,
priorities,প্রায়োরিটিজ,,
maxwell,ম্যাক্সওয়েল,,
filter,ফিল্টার,,
porosh,পরশ,,
kolpotaru,কল্পতারু,,
jaoyata,যাওয়াটা,,
reid,রেইড,,
suvo,শুভ,shuvo,
sumis,সুমিস,,
provat,প্রভাত,,
rang,রং,,
industrial,ইন্ডাস্ট্রিয়াল,,
nha,এনএইচএ   ,,
ayna,আয়না,,
milito,মিলিত,,
nhb,এনএইচবি ,,
nhl,এনএইচএল ,,
ajhazz,এজাজ,,
nhn,এনএইচএন ,,
rani,রানী,,
primary,প্রাইমারি,,
sobed,সবেদ,,
hearing,হিয়ারিং,,
bafwwa,বাফওয়া,bafwa,
fantasy,ফ্যান্টাসি,,
sumia,সুমিয়া,,
moufuzul,মৌফুজুল,,
bunon,বুনন,,
satabdi,শতাব্দী,shotabdi,
sumij,সুমিজ,,
haor,হাওর,,
moonsur,মুনসুর,monsur,
coopers,কুপার্স,,
toy,টয়,,
nasirul,নাসিরুল,,
koel,কোয়েল,,
ontorongo,অন্তরঙ্গ,,
kayanat,কায়নাত,,
nisad,নিষাদ,nished,
top,টপ,,
two, টু ,,
heights,হাইটস,,
kinder,কাইন্ডার  ,,
tui,তুই,,
hifjul,হিফজুল,,
kanti,কান্তি,,
mrittika,মৃত্তিকা,,
maherin,মেহেরীন,meherin,
trend,ট্রেন্ড,,
toya,টয়া ,,
aflix,আফ্লিক্স   ,,
kanta,কান্তা,,
urban,আরবান,,
takshoi,টেকসই,,
topto,টপটু,,
kichukhhon,কিছুক্ষন,,
sparta,স্পার্টা,,
toufi,তৌফি,,
pavel,পাভেল,,
serve,সার্ভ,,
nijam,নিজাম,,
panch,পাঁচ,,
abdhullah,আব্দুল্লাহ  ,,
western,ওয়েস্টার্ন,,
rigs,রিগস,,
wardrobe,ওয়ারড্রব,,
ghat,ঘাট,,
epicure, এপিকিউর   ,,
lather,লেদার ,leather,
nakib,নাকিব,,
samomona,সমমনা,,
rokom,রকম,,
rokon,রোকন,,
burger,বার্গার,,
piu,পিউ,,
shahinur,শাহিনুর,,
anjel,এঞ্জেল,"
",
ace,এসিই  ,,
hasima,হাসিম,hasim,
udayon,উদয়ন,udoyon,
songbad,সংবাদ,,
hamida,হামিদা,,
fredousi,ফেরদৌসি,,
nofa,নোফা ,,
saifurs,সাইফুরস,,
bridge,ব্রিজ,,
raad,রাদ,,
fashion,ফ্যাশন,,
rab,রেব,,
rohic,রোহিত,rohit,
rohim,রহিম,,
proshika,প্রশিকা,,
foodicted,ফুডিক্টেড,,
ram,রেম,,
raj,রাজ্,,
rak,আরএকে,,
muhiul,মুহিউল,,
rai,রাই,,
raw, রও,,
sharafat,শারাফাত,,
rehna,রেহানা,rehana,
kafrul,কাফরুল,,
augmedix,অগমেডিক্স,,
raz,রাজ,,
fasertek,ফার্স্টট্র্যাক,firsttrack,
arbi,আরবি,,
ray,রেয়  ,,
triangle,ট্রায়াঙ্গল,,
antaranga,অন্তরঙ্গ,,
jule,  জুলাই,july,
nesaria,নেসারিয়া,,
philistine,ফিলিস্তিনে,,
rustom,রুস্তম,,
rangamati,রাঙামাটি,,
nimah,নিমাহ,,
rsk,আরএসকে ,,
fajilat,ফযীলাত,,
snow,স্নো,,
elegance,এলিগেন্স,,
refregaratiom,রেফ্রিজারেশন,,
tejkuni,তেজকুনি,,
guljaan,গুলজান,,
baghbari,বাঘবাড়ি,,
unnany,উনন্নয়,unnoyon,
rizal,রিজাল,,
medident,মেডিডেন্ট,,
chandina,চান্দিনা,,
jotun,জিতুন,jitun,
glom,গেলাম,gelam,
bst,বিএসটি  ,,
jonaik,জনৈক,jonoiko,
azharul,আজহারুল,,
kshru,খসরু,khosru,
bss,বিএসএস,,
bsl, বিএসএল,,
bsm, বিএসএম,,
defence,ডিফেন্স,,
shila,শিলা ,,
commanding,কমান্ডিং,,
nazrana,নাজরানা,,
benami,বেনামি,,
bsb,বিএসবি     ,,
glow,গ্লো,,
sreeti,সৃতি,smitri,
riverdale,রিভারডেইল,,
kashfia,কাশফিয়া,,
bachi,বাঁচি ,,
maimun,মাইমুন,,
metal,মেটাল,,
altura,আলতুরা,,
epc,ইপিসি,,
hajipara,হাজীপাড়া,,
sreety,সৃতি,,
riamoni,রিয়ামনি,,
yana,ইয়ানা,,
jagatpur,জগৎপুর,,
enterprise,এন্টারপ্রাইজ,,
sohrabuddin,সোহরাবুদ্দিন,,
collagiet,  কলেজিয়েট   ,collegiate,
ulla,উল্লা,,
wahiduzzaman,ওয়াহিদুজ্জামান,,
pasha,পাশা,,
shopnil,স্বপ্নিল,,
ages, এজেস  ,,
tailers,টেইলার্স  ,,
chariot,চেরিওট ,,
bait,বাইট,bite,
officer,অফিসার,,
unified,ইউনিফাইড,,
rupas,রূপসা,rupsha,
rupar,রুপার,,
popi,পপি,,
labels,লেবেলস,,
railgate,  রেলগেইট,,
dominage,ডোমিনেইট,dominate,
mayemuna,মায়মুনা,,
shaokat,শওকত,,
lee,লি,,
colors,কালারস্,,
radio,রেডিও,,
solutions,সলিউশনস,,
popu,পপু,,
earth,  আর্থ,,
popy,পপি,,
pirerbagh,পিরেরবাগ,,
surety, সিউরিটি   ,,
shala,শালা,,
mithun, মিথুন ,,
pirebagh,পিড়েবাঘ,,
khakon,খোকন,khokon,
wajihor,ওয়াজিহর,,
grosvenor,গ্রোসভেনর,,
configur,কনফিগার,configure,
moumitu,মৌমিতা,,
lifan,লিফান,,
homemade, হোমমেইড,,
fajila,ফাজিল,fajil,
shosata,সস্তা,,
rimon,রিমন,,
kali,কালী,,
lodge,লজ,,
ocs, অসিএস ,,
tropia,ট্রপিয়া,,
rejaul,রেজাউল,,
rejaun,রেজাউন,,
alrxa,এলেক্সা,alexa,
kaka,কাকা,,
tammi,তাম্মি,,
lowben,লোবীম,lowbeam,
ravencrest,রাভেনক্রেস্ট,,
watch,ওয়াচ,,
saiyad,সৈয়দ,,
kaku,কাকু,,
jatty,জাতটি,jathti,
amazon,আমাজন,,
oushadalloy,ঔষধালয়,,
egro,এগ্রো,,
wedding,ওয়েডিঙ্গ ,,
moyaj,মোয়াজ,,
ministar,মিনিস্টার,,
kalo,কালো,,
botanical,বোটানিক্যাল,,
fabrics,ফেব্রিক্স,,
protidoor,প্রতিডোর,,
apl,এপিএল  ,,
shota,শত,shoto,
bashanty,বাসন্তি,bashonti,
modhuchondo,মধুছন্দ,,
shekor,শেকড়,,
medecomplex,মেডিকমপ্লেক্স,,
sudhir,সুধীর,,
sunil,সুনীল,,
dias,ডিএস,,
humaun,হুমায়ুন,,
soyabur,সোয়েবুর,soyebur,
jesmoti,জেসমতি,,
horommo,হর্ম্ম,,
shekol,শেকল,,
solaric,সোলারিক  ,,
shakha,শাখা,,
samoek,সাময়িক ,shamoik,
automatic,অটোমেটিক,"
",
bosna,বসনা,,
angana,অজ্ঞান,oggan,
kagoj,কাগজ,,
monowora,মনোয়ারা,,
habit,হ্যাবিট,,
deloyar,দেলোয়ার,,
liquor, লিকার ,,
barisal,বরিশাল,,
nur,নূর,,
nabin,নবীন,,
nunu,নুনু ,,
habib,হাবিব,,
ananika,কণিকা,konika,
full,ফুল,,
bobi,ববি,,
steelar,স্টিলের,,
btcl,  বিটিসিএল,,
showrob,সরভ  ,,
suravie,সুরভি,shurovi,
asohay,অসহায়,osdhohay,
ifty,ইফতি   ,,
doritri,ধরিত্রী,,
wrtu,রাইট ,write,
unmesh,উন্মেষ,,
beaumonte,বেলমণ্ট,belmont,
sarkari,সরকারি,shorkari,
aklima,আকলিমা,,
efta,ইফতা,,
imdadia,ইমদাদিয়া,,
upokotha,উপকথা,,
tabdil,তাব্দিল,,
flowra,ফ্লোরা ,,
mug,মগ,,
isha,ঈশা,,
mum,মাম   ,,
kakoli,কাকলি,,
boshiruddin,বশিরউদ্দিন,,
minarva,মিনার্ভা,,
katasur,কাটাসুর,,
discovery,ডিসকভারি,,
ousadaloy,ঔষাধালয়,,
rimu,রিমু,,
cornercorner, কর্নারকর্নার ,,
prosari,প্রসারী,,
mayna,ময়না,moyna,
feroza,ফিরোজা,,
lupa,লুপ,loop,
shopno,স্বপ্ন,,
mazda,মাজদা,,
abdullahbagh,আব্দুল্লাহবাগঃ,,
shipoloy,শিপ্লোয়,,
rima,রিমা,,
news,নিউস,,
rimo,রিম,rim,
rimi,রিমি,,
hills,হিলস,,
abeedujjaman,আবিদুজ্জামান,,
marjia,মার্জিয়া,,
gss, জিএসএস ,,
ujjibon,উজ্জীবন,,
provatibag,প্রভাতীবাগ,,
sanitation,স্যানিটেশন,,
shefa,শেফা,,
khilkhet,খিলক্ষেত,,
shajghor,সাজঘর,,
najmin,নাজমিন,,
summerdale,সামারডেইল ,,
khoraheda,খোরশেদ ,khorshed,
kazifarms,কাজিফার্মস,,
games,গেমস,,
pigtushi,পিগতুশি,,
unun,উনুন,,
gulshan,গুলশান,,
tushi,টুশি,,
robeda, রোবেদা,,
vumi,ভূমি,,
ajwah,  অজয়া ,,
mohajatra,  মহাযাত্রা ,,
shoilpik,শৈল্পিক,,
connection,কানেকশন,,
chittro,চিত্র,,
ajwad,আজওয়াদ ,,
pizzaburg,পিজ্জাবার্গ ,,
sopnonir,সপ্ননীড়,,
barguna,বরগুনা,,
begunbari,বেগুনবাড়ি,,
ruhan,রুহান,,
akteruzzaman,আক্তারুজ্জামান,,
talukder,তালুকদার,,
unnayan,উন্নয়ন,unnoyon,
trust,ট্রাস্ট,,
pakija,পাকিজা,,
sijlous,সিজলাস ,,
himalayan,হিমালয়ান,,
conference,কনফারেন্স,,
sokti,শক্তি,shokti,
matborer,মাতবরের,,
bonbahara,বনবাহারা,,
nadiya,নাদিয়া,,
vulcanization,  ভাল্কানাইজেশন,,
pekhom,পেখম,,
kolpolok,কল্পলোক,,
prodeep,প্রদীপ,,
confident,কনফিডেন্ট,,
aebco,সেবক,shebok,
paikapara,পাইকপাড়া,,
khanik,ক্ষণিকা,khonika,
borobazar,বড়বাজার,,
shadhinota,স্বাধীনতা,,
